Week;Date;Till;Accounts;Total;Cash;# Cust.;Cash Av Spend;EFTPOS;# Cust.2;Cust # TOTAL;EFTPOS Av $pend;TOTAL Av Spend;Notes;Till Up Down;Reserved column;# of the week;Year;Day of the week;Week + Year;IsCristmas;Fixed
5-37;17 июн€ 2013 г.;$702,16;$0,00;$0,00;$441,15;25;$17,65;$261,01;9;34;$29,00;$20,65;;;;25;2013;Mon;2013-25;0;
5-37;18 июн€ 2013 г.;$479,40;$0,00;$0,00;$259,25;27;$9,60;$220,15;9;36;$24,46;$13,32;;;;25;2013;Tue;2013-25;0;
5-37;19 июн€ 2013 г.;$733,21;$0,00;$0,00;$390,35;27;$14,46;$342,86;9;36;$38,10;$20,37;;;;25;2013;Wed;2013-25;0;
5-37;20 июн€ 2013 г.;$2 008,96;$0,00;$0,00;$1 094,00;43;$25,44;$916,46;15;58;$61,10;$34,66;;;;25;2013;Thu;2013-25;0;
5-37;21 июн€ 2013 г.;$1 812,00;$0,00;$0,00;$1 082,60;35;$30,93;$730,30;14;49;$52,16;$37,00;;;;25;2013;Fri;2013-25;0;
5-37;22 июн€ 2013 г.;$1 171,06;$0,00;$0,00;$537,75;28;$19,21;$633,31;10;38;$63,33;$30,82;;;;25;2013;Sat;2013-25;0;
;23 июн€ 2013 г.;$6 906,79;$2 875,50;$9 782,29;;185;$19,55;$3 104,09;66;251;$44,69;$26,14;;;;26;2013;Sun;2013-26;0;
5-38;24 июн€ 2013 г.;$838,74;$0,00;$0,00;$555,60;33;$16,84;$283,14;8;41;$35,39;$20,46;;;;26;2013;Mon;2013-26;0;
5-38;25 июн€ 2013 г.;$707,27;$0,00;$0,00;$577,92;28;$20,64;$129,35;6;34;$21,56;$20,80;;;;26;2013;Tue;2013-26;0;
5-38;26 июн€ 2013 г.;$748,44;$0,00;$0,00;$572,60;36;$15,91;$175,84;5;41;$35,17;$18,25;;;;26;2013;Wed;2013-26;0;
5-38;27 июн€ 2013 г.;$1 527,18;$0,00;$0,00;$450,90;28;$16,10;$1 076,28;10;38;$107,63;$40,19;;;;26;2013;Thu;2013-26;0;
5-38;28 июн€ 2013 г.;$1 179,45;$0,00;$0,00;$1 049,32;36;$29,15;$734,37;15;51;$48,96;$34,97;;;;26;2013;Fri;2013-26;0;
5-38;29 июн€ 2013 г.;$1 019,50;$0,00;$0,00;$563,45;20;$28,17;$456,05;9;29;$50,67;$35,16;;;;26;2013;Sat;2013-26;0;
;30 июн€ 2013 г.;$6 020,58;$2 413,03;$8 433,61;;181;$21,13;$2 855,03;53;234;$49,90;$28,31;;;;27;2013;Sun;2013-27;0;
5-39;1 июл€ 2013 г.;$1 005,55;$0,00;$0,00;$492,40;34;$14,48;$513,15;11;45;$46,65;$22,35;;;;27;2013;Mon;2013-27;0;
5-39;2 июл€ 2013 г.;$1 041,95;$0,00;$0,00;$744,00;29;$25,66;$297,95;7;36;$42,56;$28,94;;;;27;2013;Tue;2013-27;0;
5-39;3 июл€ 2013 г.;$1 109,01;$0,00;$0,00;$872,75;43;$20,30;$236,26;7;50;$33,75;$22,18;;;;27;2013;Wed;2013-27;0;
5-39;4 июл€ 2013 г.;$1 820,75;$0,00;$0,00;$763,15;34;$22,45;$1 057,60;13;47;$81,35;$38,74;;;;27;2013;Thu;2013-27;0;
5-39;5 июл€ 2013 г.;$1 434,85;$0,00;$0,00;$582,35;31;$18,79;$774,50;16;47;$48,41;$28,87;;;;27;2013;Fri;2013-27;0;
5-39;6 июл€ 2013 г.;$491,31;$0,00;$0,00;$194,50;13;$14,96;$296,81;9;22;$32,98;$22,33;;;;27;2013;Sat;2013-27;0;
;7 июл€ 2013 г.;$6 903,42;$3 057,68;$9 961,10;;184;$19,44;$3 176,27;63;247;$47,62;$27,23;;;;28;2013;Sun;2013-28;0;
5-40;8 июл€ 2013 г.;$1 124,04;$0,00;$0,00;$357,35;23;$15,54;$769,69;16;39;$48,11;$28,90;;;;28;2013;Mon;2013-28;0;
5-40;9 июл€ 2013 г.;$911,58;$0,00;$0,00;$276,60;19;$14,56;$634,98;16;35;$39,69;$26,05;;;;28;2013;Tue;2013-28;0;
5-40;10 июл€ 2013 г.;$878,96;$0,00;$0,00;$618,90;36;$17,19;$260,06;9;45;$28,90;$19,53;;;;28;2013;Wed;2013-28;0;
5-40;11 июл€ 2013 г.;$1 301,49;$0,00;$0,00;$830,55;36;$23,07;$470,94;11;47;$42,81;$27,69;;;;28;2013;Thu;2013-28;0;
5-40;12 июл€ 2013 г.;$1 864,22;$0,00;$0,00;$918,20;46;$19,96;$946,02;20;66;$47,30;$28,25;;;;28;2013;Fri;2013-28;0;
5-40;13 июл€ 2013 г.;$1 034,26;$0,00;$0,00;$432,00;23;$18,78;$602,26;14;37;$43,02;$27,95;;;;28;2013;Sat;2013-28;0;
;14 июл€ 2013 г.;$7 114,55;$1 552,06;$8 666,61;;183;$18,18;$3 683,95;86;269;$41,64;$26,39;;;;29;2013;Sun;2013-29;0;
5-41;15 июл€ 2013 г.;$1 073,41;$0,00;$0,00;$551,25;29;$19,01;$522,16;16;45;$32,64;$23,85;;;;29;2013;Mon;2013-29;0;
5-41;16 июл€ 2013 г.;$516,31;$0,00;$0,00;$367,40;28;$13,12;$148,91;6;34;$24,82;$15,19;;;;29;2013;Tue;2013-29;0;
5-41;17 июл€ 2013 г.;$1 236,65;$0,00;$0,00;$805,95;31;$26,00;$430,70;16;47;$26,92;$26,31;;;;29;2013;Wed;2013-29;0;
5-41;18 июл€ 2013 г.;$1 771,91;$0,00;$0,00;$657,10;28;$23,47;$114,81;13;41;$8,83;$18,83;;;;29;2013;Thu;2013-29;0;
5-41;19 июл€ 2013 г.;$968,26;$0,00;$0,00;$816,30;38;$21,48;$151,96;6;44;$25,33;$22,01;;;;29;2013;Fri;2013-29;0;
5-41;20 июл€ 2013 г.;$448,63;$0,00;$0,00;$297,15;19;$15,64;$151,48;5;24;$30,30;$18,69;;;;29;2013;Sat;2013-29;0;
;21 июл€ 2013 г.;$6 015,17;$2 808,29;$8 823,46;;173;$19,79;$1 520,02;62;235;$24,80;$20,81;;;;30;2013;Sun;2013-30;0;
5-42;22 июл€ 2013 г.;$637,30;$0,00;$0,00;$516,40;20;$25,82;$151,48;5;25;$30,30;$26,72;;;;30;2013;Mon;2013-30;0;
5-42;23 июл€ 2013 г.;$957,53;$0,00;$0,00;$463,80;38;$12,21;$493,93;8;46;$61,74;$20,82;;;;30;2013;Tue;2013-30;0;
5-42;24 июл€ 2013 г.;$839,11;$0,00;$0,00;$648,75;43;$15,09;$190,36;8;51;$23,80;$16,45;;;;30;2013;Wed;2013-30;0;
5-42;25 июл€ 2013 г.;$1 443,07;$0,00;$0,00;$715,55;39;$18,35;$717,52;8;47;$89,69;$30,49;;;;30;2013;Thu;2013-30;0;
5-42;26 июл€ 2013 г.;$1 725,67;$0,00;$0,00;$1 234,30;50;$24,69;$491,37;11;61;$44,67;$28,29;;;;30;2013;Fri;2013-30;0;
5-42;27 июл€ 2013 г.;$747,69;$0,00;$0,00;$218,60;17;$12,86;$529,09;14;31;$37,79;$24,12;;;;30;2013;Sat;2013-30;0;
;28 июл€ 2013 г.;$6 350,37;$608,47;$6 958,84;;207;$18,17;$2 573,75;54;261;$48,00;$24,48;;;;31;2013;Sun;2013-31;0;
5-43;29 июл€ 2013 г.;$638,25;$0,00;$0,00;$539,10;40;$13,48;$99,15;5;45;$19,83;$14,18;;;;31;2013;Mon;2013-31;0;
5-43;30 июл€ 2013 г.;$735,36;$0,00;$0,00;$463,30;36;$12,87;$272,06;11;47;$24,73;$15,65;;;;31;2013;Tue;2013-31;0;
5-43;31 июл€ 2013 г.;$928,10;$0,00;$0,00;$585,60;41;$14,28;$342,50;13;54;$26,35;$17,19;;;;31;2013;Wed;2013-31;0;
5-43;1 августа 2013 г.;$1 241,48;$0,00;$0,00;$444,15;28;$15,86;$797,33;15;43;$53,16;$28,87;;;;31;2013;Thu;2013-31;0;
5-43;2 августа 2013 г.;$1 490,61;$0,00;$0,00;$1 197,80;49;$24,44;$292,81;12;61;$24,40;$24,44;;;;31;2013;Fri;2013-31;0;
5-43;3 августа 2013 г.;$893,78;$0,00;$0,00;$443,95;19;$23,37;$449,83;11;30;$40,89;$29,79;;;;31;2013;Sat;2013-31;0;
;4 августа 2013 г.;$5 927,58;$2 438,14;$8 365,72;;213;$17,38;$2 253,68;67;280;$31,56;$21,69;;;;32;2013;Sun;2013-32;0;
5-44;5 августа 2013 г.;$580,51;$0,00;$0,00;$295,45;22;$13,43;$285,06;11;33;$25,91;$17,59;;;;32;2013;Mon;2013-32;0;
5-44;6 августа 2013 г.;$501,18;$0,00;$0,00;$269,50;21;$12,83;$231,68;6;27;$38,61;$18,56;;;;32;2013;Tue;2013-32;0;
5-44;7 августа 2013 г.;$782,17;$0,00;$0,00;$523,45;27;$19,39;$258,71;10;37;$25,87;$21,14;;;;32;2013;Wed;2013-32;0;
5-44;8 августа 2013 г.;$1 469,17;$0,00;$0,00;$733,05;44;$16,66;$726,12;9;53;$80,68;$27,53;;;;32;2013;Thu;2013-32;0;
5-44;9 августа 2013 г.;$1 303,31;$0,00;$0,00;$932,65;36;$25,91;$370,66;9;45;$41,18;$28,96;;;;32;2013;Fri;2013-32;0;
5-44;10 августа 2013 г.;$1 407,54;$0,00;$0,00;$370,00;15;$24,67;$1 037,54;11;26;$94,32;$54,14;;;;32;2013;Sat;2013-32;0;
;11 августа 2013 г.;$6 043,88;$1 617,25;$7 661,13;;165;$18,81;$2 909,77;56;221;$51,10;$27,99;;;;33;2013;Sun;2013-33;0;
5-45;12 августа 2013 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;SHOW DAY;;;33;2013;Mon;2013-33;0;
5-45;13 августа 2013 г.;$738,42;$0,00;$0,00;$479,25;29;$16,53;$259,17;10;39;$25,92;$18,93;;;;33;2013;Tue;2013-33;0;
5-45;14 августа 2013 г.;$1 231,00;$0,00;$0,00;$850,80;38;$22,39;$380,20;12;50;$31,68;$24,62;;;;33;2013;Wed;2013-33;0;
5-45;15 августа 2013 г.;$1 727,17;$0,00;$0,00;$954,65;53;$18,01;$772,52;11;64;$70,23;$26,99;;;;33;2013;Thu;2013-33;0;
5-45;16 августа 2013 г.;$1 931,25;$0,00;$0,00;$728,60;31;$23,50;$1 201,65;12;43;$100,14;$44,89;;;;33;2013;Fri;2013-33;0;
5-45;17 августа 2013 г.;$930,05;$0,00;$0,00;$419,80;14;$29,99;$510,25;12;26;$42,52;$35,77;;;;33;2013;Sat;2013-33;0;
;18 августа 2013 г.;$6 557,89;$2 010,32;$8 568,21;;165;$18,40;$3 123,79;57;222;$45,08;$25,20;;;;34;2013;Sun;2013-34;0;
5-46;19 августа 2013 г.;$598,26;$0,00;$0,00;$267,60;30;$8,92;$330,66;10;40;$33,07;$14,96;;;;34;2013;Mon;2013-34;0;
5-46;20 августа 2013 г.;$702,70;$0,00;$0,00;$283,65;26;$10,91;$419,05;14;40;$29,93;$17,57;;;;34;2013;Tue;2013-34;0;
5-46;21 августа 2013 г.;$1 163,02;$0,00;$0,00;$658,70;37;$17,80;$504,32;6;43;$84,05;$27,05;;;;34;2013;Wed;2013-34;0;
5-46;22 августа 2013 г.;$1 443,46;$0,00;$0,00;$496,30;29;$17,11;$944,51;12;41;$78,71;$35,14;;;;34;2013;Thu;2013-34;0;
5-46;23 августа 2013 г.;$1 804,13;$0,00;$0,00;$678,30;36;$18,84;$1 230,68;21;57;$58,60;$33,49;;;;34;2013;Fri;2013-34;0;
5-46;24 августа 2013 г.;$1 006,84;$0,00;$0,00;$570,25;25;$22,81;$436,59;10;35;$43,66;$28,77;;;;34;2013;Sat;2013-34;0;
;25 августа 2013 г.;$6 718,41;$1 677,77;$8 396,18;;183;$16,07;$3 865,81;73;256;$54,67;$26,16;;;;35;2013;Sun;2013-35;0;
5-47;26 августа 2013 г.;$897,78;$0,00;$0,00;$697,45;34;$20,51;$200,70;8;42;$25,09;$21,38;;;;35;2013;Mon;2013-35;0;
5-47;27 августа 2013 г.;$504,68;$0,00;$0,00;$308,10;25;$12,32;$196,58;4;29;$49,15;$17,40;;;;35;2013;Tue;2013-35;0;
5-47;28 августа 2013 г.;$920,06;$0,00;$0,00;$661,85;42;$15,76;$258,21;8;50;$32,28;$18,40;;;;35;2013;Wed;2013-35;0;
5-47;29 августа 2013 г.;$1 921,87;$0,00;$0,00;$848,05;37;$22,92;$1 073,82;13;50;$82,60;$38,44;;;;35;2013;Thu;2013-35;0;
5-47;30 августа 2013 г.;$1 798,34;$0,00;$0,00;$1 149,45;47;$24,46;$648,89;16;63;$40,56;$28,55;;;;35;2013;Fri;2013-35;0;
5-47;31 августа 2013 г.;$1 014,97;$0,00;$0,00;$552,25;28;$19,72;$462,72;11;39;$42,07;$26,02;;;;35;2013;Sat;2013-35;0;
;1 сент€бр€ 2013 г.;$7 057,70;$1 922,04;$8 979,74;;213;$19,28;$2 840,92;60;273;$45,29;$25,03;;;;36;2013;Sun;2013-36;0;
5-48;2 сент€бр€ 2013 г.;$1 077,51;$0,00;$0,00;$670,10;34;$19,71;$407,41;12;46;$33,95;$23,42;;;;36;2013;Mon;2013-36;0;
5-48;3 сент€бр€ 2013 г.;$638,61;$0,00;$0,00;$354,45;29;$12,22;$284,16;13;42;$21,86;$15,21;;;;36;2013;Tue;2013-36;0;
5-48;4 сент€бр€ 2013 г.;$1 483,27;$0,00;$0,00;$882,80;33;$26,75;$600,47;16;49;$37,53;$30,27;;;;36;2013;Wed;2013-36;0;
5-48;5 сент€бр€ 2013 г.;$2 110,86;$0,00;$0,00;$1 004,80;53;$18,96;$1 106,06;9;62;$122,90;$34,05;;;;36;2013;Thu;2013-36;0;
5-48;6 сент€бр€ 2013 г.;$1 269,77;$0,00;$0,00;$722,10;34;$21,24;$547,67;12;46;$45,64;$27,60;;;;36;2013;Fri;2013-36;0;
5-48;7 сент€бр€ 2013 г.;$949,36;$0,00;$0,00;$470,25;23;$20,45;$479,11;10;33;$47,91;$28,77;;;;36;2013;Sat;2013-36;0;
;8 сент€бр€ 2013 г.;$7 529,38;$1 937,39;$9 466,77;;206;$19,89;$3 424,88;72;278;$51,63;$26,55;;;;37;2013;Sun;2013-37;0;
5-49;9 сент€бр€ 2013 г.;$606,70;$0,00;$0,00;$338,00;32;$10,56;$268,70;5;37;$53,74;$16,40;;;;37;2013;Mon;2013-37;0;
5-49;10 сент€бр€ 2013 г.;$802,52;$0,00;$0,00;$517,85;40;$12,95;$284,67;9;49;$31,63;$16,38;;;;37;2013;Tue;2013-37;0;
5-49;11 сент€бр€ 2013 г.;$1 261,51;$0,00;$0,00;$766,25;36;$21,28;$495,26;10;46;$49,53;$27,42;;;;37;2013;Wed;2013-37;0;
5-49;12 сент€бр€ 2013 г.;$1 415,14;$0,00;$0,00;$704,40;47;$14,99;$424,43;13;60;$32,65;$18,81;;;;37;2013;Thu;2013-37;0;
5-49;13 сент€бр€ 2013 г.;$2 081,38;$0,00;$0,00;$1 656,95;50;$33,14;$424,43;13;63;$32,65;$33,04;;;;37;2013;Fri;2013-37;0;
5-49;14 сент€бр€ 2013 г.;$1 108,51;$0,00;$0,00;$692,30;22;$31,47;$416,21;7;29;$59,46;$38,22;;;;37;2013;Sat;2013-37;0;
;15 сент€бр€ 2013 г.;$7 275,76;$3 310,60;$10 586,36;;227;$20,73;$2 313,70;57;284;$43,28;$25,05;;;;38;2013;Sun;2013-38;0;
5-50;16 сент€бр€ 2013 г.;$533,18;$0,00;$0,00;$296,65;26;$11,41;$236,52;8;34;$29,57;$15,68;;;;38;2013;Mon;2013-38;0;
5-50;17 сент€бр€ 2013 г.;$696,66;$0,00;$0,00;$446,75;23;$19,42;$249,91;9;32;$27,77;$21,77;;;;38;2013;Tue;2013-38;0;
5-50;18 сент€бр€ 2013 г.;$1 284,04;$0,00;$0,00;$823,75;42;$19,61;$460,29;9;51;$51,14;$25,18;;;;38;2013;Wed;2013-38;0;
5-50;19 сент€бр€ 2013 г.;$1 528,21;$0,00;$0,00;$429,20;30;$14,31;$1 099,01;7;37;$157,00;$41,30;;;;38;2013;Thu;2013-38;0;
5-50;20 сент€бр€ 2013 г.;$1 947,39;$0,00;$0,00;$918,15;46;$19,96;$1 029,24;18;64;$57,18;$30,43;;;;38;2013;Fri;2013-38;0;
5-50;21 сент€бр€ 2013 г.;$801,72;$0,00;$0,00;$485,00;27;$17,96;$336,59;7;34;$48,08;$24,16;;;;38;2013;Sat;2013-38;0;
;22 сент€бр€ 2013 г.;$6 791,20;$1 132,57;$7 923,77;;194;$17,11;$3 411,56;58;252;$61,79;$26,42;;;;39;2013;Sun;2013-39;0;
5-51;23 сент€бр€ 2013 г.;$691,46;$0,00;$0,00;$480,00;29;$16,55;$211,46;7;36;$30,21;$19,21;;;;39;2013;Mon;2013-39;0;
5-51;24 сент€бр€ 2013 г.;$877,78;$0,00;$0,00;$632,20;34;$18,59;$245,58;7;41;$35,08;$21,41;;;;39;2013;Tue;2013-39;0;
5-51;25 сент€бр€ 2013 г.;$1 291,40;$0,00;$0,00;$796,15;31;$25,68;$495,25;9;40;$55,03;$32,29;;;;39;2013;Wed;2013-39;0;
5-51;26 сент€бр€ 2013 г.;$1 124,03;$0,00;$0,00;$586,90;40;$14,67;$537,13;9;49;$59,68;$22,94;;;;39;2013;Thu;2013-39;0;
5-51;27 сент€бр€ 2013 г.;$1 090,50;$0,00;$0,00;$809,60;48;$16,87;$280,90;6;54;$46,82;$20,19;;;;39;2013;Fri;2013-39;0;
5-51;28 сент€бр€ 2013 г.;$644,17;$0,00;$0,00;$236,90;19;$12,47;$407,27;11;30;$37,02;$21,47;;;;39;2013;Sat;2013-39;0;
;29 сент€бр€ 2013 г.;$5 719,34;$2 459,61;$8 178,95;;201;$17,47;$2 177,59;49;250;$43,97;$22,92;;;;40;2013;Sun;2013-40;0;
5-52;30 сент€бр€ 2013 г.;$665,94;$0,00;$0,00;$452,70;25;$18,11;$213,24;5;30;$42,65;$22,20;;;;40;2013;Mon;2013-40;0;
5-52;1 окт€бр€ 2013 г.;$744,70;$0,00;$0,00;$554,70;33;$16,81;$190,00;7;40;$27,14;$18,62;;;;40;2013;Tue;2013-40;0;
5-52;2 окт€бр€ 2013 г.;$766,95;$0,00;$0,00;$568,95;34;$16,73;$198,75;7;41;$28,39;$18,72;;;;40;2013;Wed;2013-40;0;
5-52;3 окт€бр€ 2013 г.;$1 538,36;$0,00;$0,00;$631,55;36;$17,54;$906,81;17;53;$53,34;$29,03;;;;40;2013;Thu;2013-40;0;
5-52;4 окт€бр€ 2013 г.;$1 546,82;$0,00;$0,00;$839,55;43;$19,52;$767,27;15;58;$51,15;$27,70;;;;40;2013;Fri;2013-40;0;
5-52;5 окт€бр€ 2013 г.;$1 286,54;$0,00;$0,00;$618,15;27;$22,89;$668,39;11;38;$60,76;$33,86;;;;40;2013;Sat;2013-40;0;
;6 окт€бр€ 2013 г.;$6 549,31;$2 645,94;$9 195,25;;198;$18,60;$2 944,46;62;260;$43,91;$25,02;;;;41;2013;Sun;2013-41;0;
6-01;7 окт€бр€ 2013 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;LABOUR DAY;;;41;2013;Mon;2013-41;0;
6-01;8 окт€бр€ 2013 г.;$726,98;$0,00;$0,00;$398,60;31;$12,86;$328,38;8;39;$41,05;$18,64;;;;41;2013;Tue;2013-41;0;
6-01;9 окт€бр€ 2013 г.;$1 050,58;$0,00;$0,00;$790,05;36;$21,95;$260,53;7;43;$37,22;$24,43;;;;41;2013;Wed;2013-41;0;
6-01;10 окт€бр€ 2013 г.;$2 066,62;$0,00;$0,00;$1 153,10;45;$25,62;$913,52;10;55;$91,35;$37,57;;;;41;2013;Thu;2013-41;0;
6-01;11 окт€бр€ 2013 г.;$1 255,62;$0,00;$0,00;$883,85;36;$24,55;$371,77;9;45;$41,31;$27,90;;;;41;2013;Fri;2013-41;0;
6-01;12 окт€бр€ 2013 г.;$951,12;$0,00;$0,00;$279,50;16;$17,47;$671,62;13;29;$51,66;$32,80;;;;41;2013;Sat;2013-41;0;
;13 окт€бр€ 2013 г.;$6 050,92;$2 097,04;$8 147,96;;164;$17,07;$2 545,82;47;211;$43,76;$23,56;;;;42;2013;Sun;2013-42;0;
6-02;14 окт€бр€ 2013 г.;$614,48;$0,00;$0,00;$342,50;24;$14,27;$271,98;10;34;$27,20;$18,07;;;;42;2013;Mon;2013-42;0;
6-02;15 окт€бр€ 2013 г.;$654,30;$0,00;$0,00;$497,50;33;$15,08;$156,80;6;39;$26,13;$16,78;;;;42;2013;Tue;2013-42;0;
6-02;16 окт€бр€ 2013 г.;$958,24;$0,00;$0,00;$597,40;32;$18,67;$360,84;8;40;$45,11;$23,96;;;;42;2013;Wed;2013-42;0;
6-02;17 окт€бр€ 2013 г.;$1 676,47;$0,00;$0,00;$826,50;32;$25,83;$849,97;10;42;$85,00;$39,92;;;;42;2013;Thu;2013-42;0;
6-02;18 окт€бр€ 2013 г.;$1 863,25;$0,00;$0,00;$1 195,85;45;$26,57;$669,40;15;60;$44,63;$31,09;;;;42;2013;Fri;2013-42;0;
6-02;19 окт€бр€ 2013 г.;$716,17;$0,00;$0,00;$182,70;16;$11,42;$533,47;11;27;$48,50;$26,52;;;;42;2013;Sat;2013-42;0;
;20 окт€бр€ 2013 г.;$6 482,91;$1 104,02;$7 586,93;;182;$18,64;$2 842,46;60;242;$46,09;$26,06;;;;43;2013;Sun;2013-43;0;
6-03;21 окт€бр€ 2013 г.;$864,00;$0,00;$0,00;$555,35;40;$13,88;$308,65;11;51;$28,06;$16,94;;;;43;2013;Mon;2013-43;0;
6-03;22 окт€бр€ 2013 г.;$1 529,25;$0,00;$0,00;$846,25;36;$23,51;$683,00;11;47;$62,09;$32,54;;;;43;2013;Tue;2013-43;0;
6-03;23 окт€бр€ 2013 г.;$811,76;$0,00;$0,00;$609,90;36;$16,94;$201,86;7;43;$28,84;$18,88;;;;43;2013;Wed;2013-43;0;
6-03;24 окт€бр€ 2013 г.;$1 417,57;$0,00;$0,00;$355,40;27;$13,16;$1 062,17;9;36;$118,02;$39,38;;;;43;2013;Thu;2013-43;0;
6-03;25 окт€бр€ 2013 г.;$2 117,56;$0,00;$0,00;$1 274,05;47;$27,11;$843,51;11;58;$76,68;$36,51;;;;43;2013;Fri;2013-43;0;
6-03;26 окт€бр€ 2013 г.;$723,27;$0,00;$0,00;$164,30;13;$12,64;$558,97;14;27;$39,93;$26,79;;;;43;2013;Sat;2013-43;0;
;27 окт€бр€ 2013 г.;$7 463,41;$4 587,36;$12 050,77;;199;$17,87;$3 658,16;63;262;$58,94;$28,51;;;;44;2013;Sun;2013-44;0;
6-04;28 окт€бр€ 2013 г.;$895,27;$0,00;$0,00;$665,27;32;$20,79;$230,02;7;39;$32,86;$22,96;;;;44;2013;Mon;2013-44;0;
6-04;29 окт€бр€ 2013 г.;$1 205,26;$0,00;$0,00;$586,75;35;$16,76;$618,51;16;51;$38,66;$23,63;;;;44;2013;Tue;2013-44;0;
6-04;30 окт€бр€ 2013 г.;$640,95;$0,00;$0,00;$385,40;25;$15,42;$255,54;6;31;$42,59;$20,68;;;;44;2013;Wed;2013-44;0;
6-04;31 окт€бр€ 2013 г.;$2 260,23;$0,00;$0,00;$487,55;29;$16,81;$1 772,68;11;40;$161,15;$56,51;;;;44;2013;Thu;2013-44;0;
6-04;1 но€бр€ 2013 г.;$1 210,92;$0,00;$0,00;$592,90;38;$15,60;$618,02;10;48;$61,80;$25,23;;;;44;2013;Fri;2013-44;0;
6-04;2 но€бр€ 2013 г.;$744,31;$0,00;$0,00;$251,95;15;$16,80;$492,36;10;25;$49,24;$29,77;;;;44;2013;Sat;2013-44;0;
;3 но€бр€ 2013 г.;$6 956,94;$1 404,72;$8 361,66;;174;$17,03;$3 987,13;60;234;$64,38;$29,79;;;;45;2013;Sun;2013-45;0;
6-05;4 но€бр€ 2013 г.;$591,60;$0,00;$0,00;$353,38;?;$0,00;$238,22;7;7;$34,03;$84,51;;;;45;2013;Mon;2013-45;0;
6-05;5 но€бр€ 2013 г.;$829,88;$0,00;$0,00;$400,35;24;$16,68;$429,53;9;33;$47,73;$25,15;;;;45;2013;Tue;2013-45;0;
6-05;6 но€бр€ 2013 г.;$934,39;$0,00;$0,00;$531,40;26;$20,44;$402,99;9;35;$44,78;$26,70;;;;45;2013;Wed;2013-45;0;
6-05;7 но€бр€ 2013 г.;$1 662,38;$0,00;$0,00;$658,95;37;$17,81;$1 003,43;11;48;$91,22;$34,63;;;;45;2013;Thu;2013-45;0;
6-05;8 но€бр€ 2013 г.;$1 821,75;$0,00;$0,00;$1 180,70;47;$25,12;$641,05;17;64;$37,71;$28,46;;;;45;2013;Fri;2013-45;0;
6-05;9 но€бр€ 2013 г.;$715,70;$0,00;$0,00;$263,05;14;$18,79;$452,63;7;21;$64,66;$34,08;;;;45;2013;Sat;2013-45;0;
;10 но€бр€ 2013 г.;$6 555,70;$1 575,62;$8 131,32;;148;$16,47;$3 167,85;60;208;$53,35;$38,92;;;;46;2013;Sun;2013-46;0;
6-06;11 но€бр€ 2013 г.;$640,11;$0,00;$0,00;$414,75;31;$13,38;$225,36;8;39;$28,17;$16,41;;;;46;2013;Mon;2013-46;0;
6-06;12 но€бр€ 2013 г.;$861,97;$0,00;$0,00;$669,70;33;$20,29;$192,27;5;38;$38,45;$22,68;;;;46;2013;Tue;2013-46;0;
6-06;13 но€бр€ 2013 г.;$583,72;$0,00;$0,00;$274,80;22;$12,49;$308,92;10;32;$30,89;$18,24;;;;46;2013;Wed;2013-46;0;
6-06;14 но€бр€ 2013 г.;$1 831,21;$0,00;$0,00;$739,05;43;$17,19;$1 092,16;12;55;$91,01;$33,29;;;;46;2013;Thu;2013-46;0;
6-06;15 но€бр€ 2013 г.;$1 243,73;$0,00;$0,00;$564,75;33;$17,11;$678,98;15;48;$45,27;$25,91;;;;46;2013;Fri;2013-46;0;
6-06;16 но€бр€ 2013 г.;$609,38;$0,00;$0,00;$209,60;16;$13,10;$399,78;9;25;$44,42;$24,38;;;;46;2013;Sat;2013-46;0;
;17 но€бр€ 2013 г.;$5 770,12;$1 192,12;$6 962,24;;178;$15,59;$2 897,47;59;237;$46,37;$23,49;;;;47;2013;Sun;2013-47;0;
6-07;18 но€бр€ 2013 г.;$583,75;$0,00;$0,00;$471,95;29;$16,27;$111,80;5;34;$22,36;$17,17;;;;47;2013;Mon;2013-47;0;
6-07;19 но€бр€ 2013 г.;$751,52;$0,00;$0,00;$378,10;24;$15,75;$373,42;10;34;$37,34;$22,10;;;;47;2013;Tue;2013-47;0;
6-07;20 но€бр€ 2013 г.;$892,87;$0,00;$0,00;$567,40;25;$22,70;$325,47;10;35;$32,55;$25,51;;;;47;2013;Wed;2013-47;0;
6-07;21 но€бр€ 2013 г.;$1 329,69;$0,00;$0,00;$369,30;24;$15,39;$960,39;10;34;$96,04;$39,11;;;;47;2013;Thu;2013-47;0;
6-07;22 но€бр€ 2013 г.;$1 857,14;$0,00;$0,00;$1 051,55;39;$26,96;$805,59;15;54;$53,71;$34,39;;;;47;2013;Fri;2013-47;0;
6-07;23 но€бр€ 2013 г.;$757,08;$0,00;$0,00;$297,95;20;$14,90;$459,13;8;28;$57,39;$27,04;;;;47;2013;Sat;2013-47;0;
;24 но€бр€ 2013 г.;$6 172,05;$2 214,63;$8 386,68;;161;$18,66;$3 035,80;58;219;$49,90;$27,55;;;;48;2013;Sun;2013-48;0;
6-08;25 но€бр€ 2013 г.;$694,03;$0,00;$0,00;$376,15;23;$16,35;$317,88;5;28;$63,58;$24,79;;;;48;2013;Mon;2013-48;0;
