Week;Date;Till;Accounts;Total;Cash;# Cust.;Cash Av Spend;EFTPOS;# Cust.2;Cust # TOTAL;EFTPOS Av $pend;TOTAL Av Spend;Notes;Till Up Down;Reserved column;# of the week;Year;Day of the week;Week + Year;IsCristmas;Fixed
2-26;20 марта 2010 г.;$607,01;$0,00;$0,00;$423,70;19;$22,30;$183,31;4;23;$45,83;$26,39;;;;12;2010;Sat;2010-12;0;
;21 марта 2010 г.;$7 057,88;$4 821,94;$11 879,82;;191;$20,85;$3 100,90;40;231;$58,32;$28,36;;;;13;2010;Sun;2010-13;0;
2-27;22 марта 2010 г.;$710,58;$0,00;$0,00;$427,50;26;$16,44;$283,10;6;32;$47,18;$22,21;;;;13;2010;Mon;2010-13;0;
2-27;23 марта 2010 г.;$1 495,83;$0,00;$0,00;$1 000,25;38;$26,32;$495,58;7;45;$70,80;$33,24;;;;13;2010;Tue;2010-13;0;
2-27;24 марта 2010 г.;$553,70;$0,00;$0,00;$524,60;27;$19,43;$28,90;2;29;$14,45;$19,09;;;;13;2010;Wed;2010-13;0;
2-27;25 марта 2010 г.;$798,00;$0,00;$0,00;$495,55;32;$15,49;$302,45;7;39;$43,21;$20,46;;;;13;2010;Thu;2010-13;0;
2-27;26 марта 2010 г.;$2 821,25;$0,00;$0,00;$1 047,90;53;$19,77;$1 773,35;10;63;$177,34;$44,78;;;;13;2010;Fri;2010-13;0;
2-27;27 марта 2010 г.;$1 541,73;$0,00;$0,00;$955,65;31;$30,83;$586,08;9;40;$65,12;$38,54;;;;13;2010;Sat;2010-13;0;
;28 марта 2010 г.;$7 921,09;$3 795,94;$11 717,03;;207;$21,38;$3 469,46;41;248;$69,68;$29,72;;;;14;2010;Sun;2010-14;0;
2-28;29 марта 2010 г.;$397,58;$0,00;$0,00;$262,30;22;$11,92;$135,26;4;26;$33,82;$15,29;;;;14;2010;Mon;2010-14;0;
2-28;30 марта 2010 г.;$963,12;$0,00;$0,00;$390,25;26;$15,01;$572,87;11;37;$52,08;$26,03;;;;14;2010;Tue;2010-14;0;
2-28;31 марта 2010 г.;$1 393,48;$0,00;$0,00;$935,20;42;$22,27;$458,28;7;49;$65,47;$28,44;;;;14;2010;Wed;2010-14;0;
2-28;1 апрел€ 2010 г.;$5 091,26;$0,00;$0,00;$1 985,20;84;$23,63;$3 106,06;28;112;$110,93;$45,46;;;;14;2010;Thu;2010-14;0;
2-28;2 апрел€ 2010 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;GOOD FRIDAY;;;14;2010;Fri;2010-14;0;
2-28;3 апрел€ 2010 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;EASTER SATURDAY;;;14;2010;Sat;2010-14;0;
;4 апрел€ 2010 г.;$7 845,44;$1 710,85;$9 556,29;;174;$12,14;$4 272,47;50;224;$43,72;$19,20;;;;15;2010;Sun;2010-15;0;
2-29;5 апрел€ 2010 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;EASTER MONDAY;;;15;2010;Mon;2010-15;0;
2-29;6 апрел€ 2010 г.;$745,27;$0,00;$0,00;$655,50;43;$15,24;$89,77;5;48;$17,95;$15,53;;$10,30;;15;2010;Tue;2010-15;0;
2-29;7 апрел€ 2010 г.;$726,34;$0,00;$0,00;$577,25;35;$16,49;$149,09;5;40;$29,82;$18,16;;;;15;2010;Wed;2010-15;0;
2-29;8 апрел€ 2010 г.;$976,04;$0,00;$0,00;$754,90;30;$25,16;$221,14;3;33;$73,71;$29,58;;;;15;2010;Thu;2010-15;0;
2-29;9 апрел€ 2010 г.;$2 726,06;$0,00;$0,00;$1 170,95;42;$27,88;$1 553,11;9;51;$172,57;$53,41;;;;15;2010;Fri;2010-15;0;
2-29;10 апрел€ 2010 г.;$922,01;$0,00;$0,00;$812,50;30;$27,08;$109,51;3;33;$36,50;$27,94;;;;15;2010;Sat;2010-15;0;
;11 апрел€ 2010 г.;$6 095,72;$2 050,94;$8 146,66;;180;$18,64;$2 122,62;25;205;$55,09;$24,10;;;;16;2010;Sun;2010-16;0;
2-30;12 апрел€ 2010 г.;$675,45;$0,00;$0,00;$477,70;30;$15,92;$197,75;6;36;$32,96;$18,76;;;;16;2010;Mon;2010-16;0;
2-30;13 апрел€ 2010 г.;$533,78;$0,00;$0,00;$484,74;35;$13,85;$49,08;3;38;$16,36;$14,05;;;;16;2010;Tue;2010-16;0;
2-30;14 апрел€ 2010 г.;$902,54;$0,00;$0,00;$607,00;31;$19,58;$295,54;8;39;$36,94;$23,14;;;;16;2010;Wed;2010-16;0;
2-30;15 апрел€ 2010 г.;$1 418,00;$0,00;$0,00;$1 047,05;35;$29,92;$370,95;6;41;$61,83;$34,59;;;;16;2010;Thu;2010-16;0;
2-30;16 апрел€ 2010 г.;$3 241,98;$0,00;$0,00;$667,95;38;$17,58;$2 844,03;12;50;$237,00;$70,24;;;;16;2010;Fri;2010-16;0;
2-30;17 апрел€ 2010 г.;$930,93;$0,00;$0,00;$556,95;27;$20,63;$373,98;10;37;$37,40;$25,16;;;;16;2010;Sat;2010-16;0;
;18 апрел€ 2010 г.;$7 702,68;$3 474,16;$11 176,84;;196;$19,58;$4 131,33;45;241;$70,41;$30,99;;;;17;2010;Sun;2010-17;0;
2-31;19 апрел€ 2010 г.;$465,44;$0,00;$0,00;$271,45;18;$15,08;$193,99;5;23;$38,80;$20,24;;$0,00;;17;2010;Mon;2010-17;0;
2-31;20 апрел€ 2010 г.;$1 223,08;$0,00;$0,00;$633,60;46;$13,77;$589,48;6;52;$98,25;$23,52;;$0,00;;17;2010;Tue;2010-17;0;
2-31;21 апрел€ 2010 г.;$1 062,98;$0,00;$0,00;$855,72;30;$28,52;$207,26;5;35;$41,45;$30,37;;$49,50;;17;2010;Wed;2010-17;0;
2-31;22 апрел€ 2010 г.;$1 137,57;$0,00;$0,00;$656,85;35;$18,77;$480,72;11;46;$43,70;$24,73;;-$49,25;;17;2010;Thu;2010-17;0;
2-31;23 апрел€ 2010 г.;$2 848,28;$0,00;$0,00;$947,10;39;$24,28;$1 901,18;15;54;$126,75;$52,75;;$0,05;;17;2010;Fri;2010-17;0;
2-31;24 апрел€ 2010 г.;$2 049,87;$0,00;$0,00;$1 082,85;29;$37,34;$1 588,92;15;44;$105,93;$60,72;;$0,00;;17;2010;Sat;2010-17;0;
;25 апрел€ 2010 г.;$8 787,22;$3 214,11;$12 001,33;;197;$22,96;$4 961,55;57;254;$75,81;$35,39;;;;18;2010;Sun;2010-18;0;
2-32;26 апрел€ 2010 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;ANZAC DAY;;;18;2010;Mon;2010-18;0;
2-32;27 апрел€ 2010 г.;$938,52;$0,00;$0,00;$629,40;43;$14,64;$309,12;5;48;$61,82;$19,55;;;;18;2010;Tue;2010-18;0;
2-32;28 апрел€ 2010 г.;$1 221,37;$0,00;$0,00;$794,90;37;$21,48;$426,47;12;49;$35,54;$24,93;;;;18;2010;Wed;2010-18;0;
2-32;29 апрел€ 2010 г.;$1 454,06;$0,00;$0,00;$809,35;40;$20,23;$644,71;9;49;$71,63;$29,67;;;;18;2010;Thu;2010-18;0;
2-32;30 апрел€ 2010 г.;$1 408,50;$0,00;$0,00;$984,05;39;$25,23;$424,45;6;45;$70,74;$31,30;;;;18;2010;Fri;2010-18;0;
2-32;1 ма€ 2010 г.;$1 219,58;$0,00;$0,00;$604,05;24;$25,17;$615,53;5;29;$123,11;$42,05; ;;;18;2010;Sat;2010-18;0;
;2 ма€ 2010 г.;$6 242,03;$3 840,77;$10 082,80;;183;$17,79;$2 420,28;37;220;$60,47;$24,58;;;;19;2010;Sun;2010-19;0;
2-33;3 ма€ 2010 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;LABOUR DAY;;;19;2010;Mon;2010-19;0;
2-33;4 ма€ 2010 г.;$1 147,28;$0,00;$0,00;$637,90;38;$16,79;$509,39;14;52;$36,39;$22,06;;;;19;2010;Tue;2010-19;0;
2-33;5 ма€ 2010 г.;$870,39;$0,00;$0,00;$627,40;33;$19,01;$242,99;9;42;$27,00;$20,72;;;;19;2010;Wed;2010-19;0;
2-33;6 ма€ 2010 г.;$995,17;$0,00;$0,00;$704,00;37;$19,03;$291,17;5;42;$58,23;$23,69;;;;19;2010;Thu;2010-19;0;
2-33;7 ма€ 2010 г.;$2 473,96;$0,00;$0,00;$938,15;49;$19,15;$1 535,81;8;57;$191,98;$43,40;;;;19;2010;Fri;2010-19;0;
2-33;8 ма€ 2010 г.;$762,88;$0,00;$0,00;$618,95;21;$29,47;$143,93;3;24;$47,98;$31,79;;;;19;2010;Sat;2010-19;0;
;9 ма€ 2010 г.;$6 249,68;$3 852,98;$10 102,66;;178;$17,24;$2 723,29;39;217;$60,26;$23,61;;;;20;2010;Sun;2010-20;0;
2-34;10 ма€ 2010 г.;$619,60;$0,00;$0,00;$499,35;32;$15,60;$120,25;5;37;$24,05;$16,75;;;;20;2010;Mon;2010-20;0;
2-34;11 ма€ 2010 г.;$596,30;$0,00;$0,00;$388,25;26;$14,93;$208,05;7;33;$29,72;$18,07;;;;20;2010;Tue;2010-20;0;
2-34;12 ма€ 2010 г.;$1 060,10;$0,00;$0,00;$648,90;34;$19,09;$411,20;11;45;$37,38;$23,56;;;;20;2010;Wed;2010-20;0;
2-34;13 ма€ 2010 г.;$1 295,48;$0,00;$0,00;$895,40;45;$19,90;$400,08;10;55;$40,01;$23,55;;;;20;2010;Thu;2010-20;0;
2-34;14 ма€ 2010 г.;$2 317,65;$0,00;$0,00;$911,55;44;$20,72;$1 406,10;15;59;$93,74;$39,28;;;;20;2010;Fri;2010-20;0;
2-34;15 ма€ 2010 г.;$779,84;$0,00;$0,00;$400,86;21;$19,09;$378,98;6;27;$63,16;$28,88;;;;20;2010;Sat;2010-20;0;
;16 ма€ 2010 г.;$6 668,97;$3 301,09;$9 970,06;;202;$18,22;$2 924,66;54;256;$48,01;$25,02;;;;21;2010;Sun;2010-21;0;
2-35;17 ма€ 2010 г.;$1 114,87;$0,00;$0,00;$633,80;40;$15,85;$481,07;7;47;$68,72;$23,72;;;;21;2010;Mon;2010-21;0;
2-35;18 ма€ 2010 г.;$428,27;$0,00;$0,00;$375,00;26;$14,42;$53,27;5;31;$10,65;$13,82;;;;21;2010;Tue;2010-21;0;
2-35;19 ма€ 2010 г.;$1 121,55;$0,00;$0,00;$759,55;39;$19,48;$362,00;7;46;$51,71;$24,38;;;;21;2010;Wed;2010-21;0;
2-35;20 ма€ 2010 г.;$896,90;$0,00;$0,00;$434,30;23;$18,88;$462,60;8;31;$57,83;$28,93;;;;21;2010;Thu;2010-21;0;
2-35;21 ма€ 2010 г.;$1 180,15;$0,00;$0,00;$824,73;52;$15,86;$355,42;8;60;$44,43;$19,67;;;;21;2010;Fri;2010-21;0;
2-35;22 ма€ 2010 г.;$1 107,23;$0,00;$0,00;$423,75;27;$15,69;$683,48;7;34;$97,64;$32,57;;;;21;2010;Sat;2010-21;0;
;23 ма€ 2010 г.;$5 848,97;$5 181,57;$11 030,54;;207;$16,70;$2 397,84;42;249;$55,16;$23,85;;;;22;2010;Sun;2010-22;0;
2-36;24 ма€ 2010 г.;$753,09;$0,00;$0,00;$518,25;29;$17,87;$234,84;6;35;$39,14;$21,52;;;;22;2010;Mon;2010-22;0;
2-36;25 ма€ 2010 г.;$867,72;$0,00;$0,00;$525,00;40;$13,13;$342,52;10;50;$34,25;$17,35;;;;22;2010;Tue;2010-22;0;
2-36;26 ма€ 2010 г.;$1 286,38;$0,00;$0,00;$785,20;42;$18,70;$501,18;8;50;$62,65;$25,73;;;;22;2010;Wed;2010-22;0;
2-36;27 ма€ 2010 г.;$1 071,30;$0,00;$0,00;$964,10;42;$22,95;$684,27;7;49;$97,75;$33,64;;;;22;2010;Thu;2010-22;0;
2-36;28 ма€ 2010 г.;$1 234,99;$0,00;$0,00;$974,10;47;$20,73;$260,89;6;53;$43,48;$23,30;;;;22;2010;Fri;2010-22;0;
2-36;29 ма€ 2010 г.;$1 037,07;$0,00;$0,00;$567,40;28;$20,26;$469,67;7;35;$67,10;$29,63;;;;22;2010;Sat;2010-22;0;
;30 ма€ 2010 г.;$6 250,55;$3 449,48;$9 700,03;;228;$18,94;$2 493,37;44;272;$57,39;$25,19;;;;23;2010;Sun;2010-23;0;
2-37;31 ма€ 2010 г.;$712,95;$0,00;$0,00;$404,10;35;$11,55;$308,85;11;46;$28,08;$15,50;;;;23;2010;Mon;2010-23;0;
2-37;1 июн€ 2010 г.;$907,82;$0,00;$0,00;$569,20;38;$14,98;$338,62;10;48;$33,86;$18,91;;;;23;2010;Tue;2010-23;0;
2-37;2 июн€ 2010 г.;$698,19;$0,00;$0,00;$547,65;24;$22,82;$150,54;4;28;$37,64;$24,94;;;;23;2010;Wed;2010-23;0;
2-37;3 июн€ 2010 г.;$1 177,23;$0,00;$0,00;$530,25;31;$17,10;$646,98;10;41;$64,70;$28,71;;;;23;2010;Thu;2010-23;0;
2-37;4 июн€ 2010 г.;$1 498,74;$0,00;$0,00;$1 041,75;50;$20,84;$456,99;15;65;$30,47;$23,06;;;;23;2010;Fri;2010-23;0;
2-37;5 июн€ 2010 г.;$645,58;$0,00;$0,00;$284,60;20;$14,23;$360,98;8;28;$45,12;$23,06;;;;23;2010;Sat;2010-23;0;
;6 июн€ 2010 г.;$5 640,51;$5 339,22;$10 979,73;;198;$16,92;$2 262,96;58;256;$39,98;$22,36;;;;24;2010;Sun;2010-24;0;
2-38;7 июн€ 2010 г.;$767,87;$0,00;$0,00;$547,85;30;$18,26;$220,02;8;38;$27,50;$20,21;;;;24;2010;Mon;2010-24;0;
2-38;8 июн€ 2010 г.;$554,20;$0,00;$0,00;$554,20;34;$16,30;$0,00;0;34;$0,00;$16,30;;;;24;2010;Tue;2010-24;0;
2-38;9 июн€ 2010 г.;$956,37;$0,00;$0,00;$704,15;35;$20,12;$252,22;9;44;$28,02;$21,74;;;;24;2010;Wed;2010-24;0;
2-38;10 июн€ 2010 г.;$1 074,70;$0,00;$0,00;$769,05;42;$18,31;$305,65;4;46;$76,41;$23,36;;;;24;2010;Thu;2010-24;0;
2-38;11 июн€ 2010 г.;$1 117,29;$0,00;$0,00;$756,55;38;$19,91;$360,74;8;46;$45,09;$24,29;;;;24;2010;Fri;2010-24;0;
2-38;12 июн€ 2010 г.;$943,36;$0,00;$0,00;$405,65;31;$13,09;$537,71;8;39;$67,21;$24,19;;;;24;2010;Sat;2010-24;0;
;13 июн€ 2010 г.;$5 413,79;$3 686,89;$9 100,68;;210;$17,66;$1 676,34;37;247;$40,71;$21,68;;;;25;2010;Sun;2010-25;0;
2-39;14 июн€ 2010 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;QUEENS BIRTHDAY;;;25;2010;Mon;2010-25;0;
2-39;15 июн€ 2010 г.;$832,14;$0,00;$0,00;$638,30;42;$15,20;$193,84;7;49;$27,69;$16,98;;;;25;2010;Tue;2010-25;0;
2-39;16 июн€ 2010 г.;$918,18;$0,00;$0,00;$712,95;33;$21,60;$205,23;5;38;$41,05;$24,16;;;;25;2010;Wed;2010-25;0;
2-39;17 июн€ 2010 г.;$1 109,90;$0,00;$0,00;$753,15;43;$17,52;$356,75;8;51;$44,59;$21,76;;;;25;2010;Thu;2010-25;0;
2-39;18 июн€ 2010 г.;$1 173,48;$0,00;$0,00;$845,15;41;$20,61;$328,33;14;55;$23,45;$21,34;;;;25;2010;Fri;2010-25;0;
2-39;19 июн€ 2010 г.;$756,87;$0,00;$0,00;$415,65;19;$21,88;$341,22;6;25;$56,87;$30,27;;;;25;2010;Sat;2010-25;0;
;20 июн€ 2010 г.;$4 790,57;$3 887,94;$8 678,51;;178;$16,13;$1 425,37;40;218;$32,28;$19,09;;;;26;2010;Sun;2010-26;0;
2-40;21 июн€ 2010 г.;$809,98;$0,00;$0,00;$488,25;36;$13,56;$320,73;8;44;$40,09;$18,39;;;;26;2010;Mon;2010-26;0;
2-40;22 июн€ 2010 г.;$957,14;$0,00;$0,00;$600,35;33;$18,19;$356,79;4;37;$89,20;$25,87;;;;26;2010;Tue;2010-26;0;
2-40;23 июн€ 2010 г.;$1 050,93;$0,00;$0,00;$751,30;35;$21,47;$299,63;9;44;$33,29;$23,88;;;;26;2010;Wed;2010-26;0;
2-40;24 июн€ 2010 г.;$1 749,50;$0,00;$0,00;$543,70;25;$21,75;$1 205,80;15;40;$80,39;$43,74;Service Kill $615.20;;;26;2010;Thu;2010-26;0;
2-40;25 июн€ 2010 г.;$1 372,83;$0,00;$0,00;$858,20;41;$20,93;$514,63;10;51;$51,46;$26,92;;;;26;2010;Fri;2010-26;0;
2-40;26 июн€ 2010 г.;$680,66;$0,00;$0,00;$535,25;30;$17,84;$145,41;4;34;$36,35;$20,02;;;;26;2010;Sat;2010-26;0;
;27 июн€ 2010 г.;$6 621,04;$3 465,34;$10 086,38;;200;$18,96;$2 842,99;50;250;$55,13;$26,47;;;;27;2010;Sun;2010-27;0;
2-41;28 июн€ 2010 г.;$314,38;$0,00;$0,00;$284,30;21;$13,54;$30,08;1;22;$30,08;$14,29;;;;27;2010;Mon;2010-27;0;
2-41;29 июн€ 2010 г.;$780,79;$0,00;$0,00;$713,10;45;$15,85;$67,69;3;48;$22,56;$16,27;;;;27;2010;Tue;2010-27;0;
2-41;30 июн€ 2010 г.;$1 047,24;$0,00;$0,00;$729,75;41;$17,80;$317,49;8;49;$39,69;$21,37;;;;27;2010;Wed;2010-27;0;
2-41;1 июл€ 2010 г.;$1 164,06;$0,00;$0,00;$592,00;30;$19,73;$572,06;9;39;$63,56;$29,85;;;;27;2010;Thu;2010-27;0;
2-41;2 июл€ 2010 г.;$978,20;$0,00;$0,00;$769,10;45;$17,09;$209,10;7;52;$29,87;$18,81;;;;27;2010;Fri;2010-27;0;
2-41;3 июл€ 2010 г.;$793,02;$0,00;$0,00;$417,10;23;$18,13;$375,92;6;29;$62,65;$27,35;;;;27;2010;Sat;2010-27;0;
;4 июл€ 2010 г.;$5 077,69;$2 981,08;$8 058,77;;205;$17,02;$1 572,34;34;239;$41,40;$21,32;;;;28;2010;Sun;2010-28;0;
2-42;5 июл€ 2010 г.;$544,28;$0,00;$0,00;$375,75;26;$14,45;$168,53;6;32;$28,09;$17,01;;;;28;2010;Mon;2010-28;0;
2-42;6 июл€ 2010 г.;$1 203,58;$0,00;$0,00;$838,90;41;$20,46;$364,68;11;52;$33,15;$23,15;;;;28;2010;Tue;2010-28;0;
2-42;7 июл€ 2010 г.;$1 405,02;$0,00;$0,00;$1 024,05;51;$20,08;$380,97;14;65;$27,21;$21,62;;;;28;2010;Wed;2010-28;0;1
2-42;8 июл€ 2010 г.;$1 447,62;$0,00;$0,00;$972,15;44;$22,09;$475,47;14;58;$33,96;$24,96;;;;28;2010;Thu;2010-28;0;
2-42;9 июл€ 2010 г.;$1 111,90;$0,00;$0,00;$1 007,80;52;$19,38;$104,10;4;56;$26,03;$19,86;;;;28;2010;Fri;2010-28;0;
2-42;10 июл€ 2010 г.;$1 292,07;$0,00;$0,00;$449,30;25;$17,97;$842,77;12;37;$70,23;$34,92;;;;28;2010;Sat;2010-28;0;
;11 июл€ 2010 г.;$7 004,47;$3 920,52;$10 924,99;;239;$19,07;$2 336,52;61;300;$36,45;$23,58;;;;29;2010;Sun;2010-29;0;
2-43;12 июл€ 2010 г.;$884,69;$0,00;$0,00;$586,55;35;$16,76;$298,14;9;44;$33,13;$20,11;;;;29;2010;Mon;2010-29;0;
2-43;13 июл€ 2010 г.;$505,45;$0,00;$0,00;$347,25;25;$13,89;$158,20;3;28;$52,73;$18,05;;;;29;2010;Tue;2010-29;0;
2-43;14 июл€ 2010 г.;$1 023,92;$0,00;$0,00;$520,15;27;$19,26;$503,77;7;34;$71,97;$30,12;;;;29;2010;Wed;2010-29;0;
2-43;15 июл€ 2010 г.;$1 328,43;$0,00;$0,00;$798,60;38;$21,02;$529,83;11;49;$48,17;$27,11;;;;29;2010;Thu;2010-29;0;
2-43;16 июл€ 2010 г.;$1 295,91;$0,00;$0,00;$898,25;39;$23,03;$397,66;11;50;$36,15;$25,92;;;;29;2010;Fri;2010-29;0;
2-43;17 июл€ 2010 г.;$992,20;$0,00;$0,00;$475,75;21;$22,65;$516,45;7;28;$73,78;$35,44;;;;29;2010;Sat;2010-29;0;
;18 июл€ 2010 г.;$6 030,60;$4 708,88;$10 739,48;;185;$19,44;$2 404,05;48;233;$52,65;$26,12;;;;30;2010;Sun;2010-30;0;
2-44;19 июл€ 2010 г.;$642,16;$0,00;$0,00;$546,80;37;$14,78;$95,36;3;40;$31,79;$16,05;;;;30;2010;Mon;2010-30;0;
2-44;20 июл€ 2010 г.;$976,78;$0,00;$0,00;$668,52;42;$15,92;$308,26;6;48;$51,38;$20,35;;;;30;2010;Tue;2010-30;0;
2-44;21 июл€ 2010 г.;$1 499,21;$0,00;$0,00;$852,30;33;$25,83;$646,91;10;43;$64,69;$34,87;;;;30;2010;Wed;2010-30;0;
2-44;22 июл€ 2010 г.;$1 245,77;$0,00;$0,00;$851,95;41;$20,78;$384,82;10;51;$38,48;$24,25;;;;30;2010;Thu;2010-30;0;
2-44;23 июл€ 2010 г.;$1 220,77;$0,00;$0,00;$966,30;45;$21,47;$253,77;6;51;$42,30;$23,92;;;;30;2010;Fri;2010-30;0;
2-44;24 июл€ 2010 г.;$1 306,39;$0,00;$0,00;$622,87;30;$20,76;$683,52;10;40;$68,35;$32,66;;;;30;2010;Sat;2010-30;0;
;25 июл€ 2010 г.;$6 891,08;$4 222,05;$11 113,13;;228;$19,92;$2 372,64;45;273;$49,50;$25,35;;;;31;2010;Sun;2010-31;0;
2-45;26 июл€ 2010 г.;$557,30;$0,00;$0,00;$381,40;26;$14,67;$175,90;5;31;$35,18;$17,98;;;;31;2010;Mon;2010-31;0;
2-45;27 июл€ 2010 г.;$586,36;$0,00;$0,00;$527,90;39;$13,54;$58,46;3;42;$19,49;$13,96;;;;31;2010;Tue;2010-31;0;
2-45;28 июл€ 2010 г.;$1 277,72;$0,00;$0,00;$814,95;50;$16,30;$462,77;8;58;$57,85;$22,03;;;;31;2010;Wed;2010-31;0;
2-45;29 июл€ 2010 г.;$1 123,31;$0,00;$0,00;$808,75;47;$17,21;$314,56;4;51;$78,64;$22,03;;;;31;2010;Thu;2010-31;0;
2-45;30 июл€ 2010 г.;$1 425,62;$0,00;$0,00;$792,45;35;$22,64;$633,17;15;50;$42,21;$28,51;;;;31;2010;Fri;2010-31;0;
2-45;31 июл€ 2010 г.;$1 181,49;$0,00;$0,00;$600,65;22;$27,30;$580,84;10;32;$58,08;$36,92;;;;31;2010;Sat;2010-31;0;
;1 августа 2010 г.;$6 151,80;$3 789,42;$9 941,22;;219;$18,61;$2 225,70;45;264;$48,57;$23,57;;;;32;2010;Sun;2010-32;0;
2-46;2 августа 2010 г.;$773,36;$0,00;$0,00;$607,50;38;$15,99;$165,86;5;43;$33,17;$17,99;;;;32;2010;Mon;2010-32;0;
2-46;3 августа 2010 г.;$756,14;$0,00;$0,00;$616,05;41;$15,03;$140,09;8;49;$17,51;$15,43;;;;32;2010;Tue;2010-32;0;
2-46;4 августа 2010 г.;$835,44;$0,00;$0,00;$527,50;34;$15,51;$307,94;10;44;$30,79;$18,99;;;;32;2010;Wed;2010-32;0;
2-46;5 августа 2010 г.;$1 117,12;$0,00;$0,00;$914,85;45;$20,33;$202,27;8;53;$25,28;$21,08;;;;32;2010;Thu;2010-32;0;
2-46;6 августа 2010 г.;$1 062,70;$0,00;$0,00;$819,00;42;$19,50;$243,70;9;51;$27,08;$20,84;;;;32;2010;Fri;2010-32;0;
2-46;7 августа 2010 г.;$821,85;$0,00;$0,00;$552,55;23;$24,02;$269,30;7;30;$38,47;$27,40;;;;32;2010;Sat;2010-32;0;
;8 августа 2010 г.;$4 544,76;$4 248,34;$8 793,10;;223;$18,40;$1 329,16;47;270;$28,72;$20,29;;;;33;2010;Sun;2010-33;0;
2-47;9 августа 2010 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;SHOW DAY;;;33;2010;Mon;2010-33;0;
2-47;10 августа 2010 г.;$1 066,58;$0,00;$0,00;$876,50;53;$16,54;$190,08;7;60;$27,15;$17,78;;;;33;2010;Tue;2010-33;0;
2-47;11 августа 2010 г.;$1 095,76;$0,00;$0,00;$868,60;40;$21,72;$227,16;8;48;$28,40;$22,83;;;;33;2010;Wed;2010-33;0;
2-47;12 августа 2010 г.;$1 058,11;$0,00;$0,00;$673,60;39;$17,27;$384,51;13;52;$29,58;$20,35;;;;33;2010;Thu;2010-33;0;
2-47;13 августа 2010 г.;$1 683,40;$0,00;$0,00;$858,95;44;$19,52;$824,45;13;57;$63,42;$29,53;;;;33;2010;Fri;2010-33;0;
2-47;14 августа 2010 г.;$779,58;$0,00;$0,00;$498,20;26;$19,16;$281,38;8;34;$35,17;$22,93;;;;33;2010;Sat;2010-33;0;
;15 августа 2010 г.;$5 683,43;$2 890,96;$8 574,39;;202;$15,70;$1 907,58;49;251;$30,62;$18,90;;;;34;2010;Sun;2010-34;0;
2-48;16 августа 2010 г.;$734,93;$0,00;$0,00;$571,40;40;$14,29;$163,53;5;45;$32,71;$16,33;;;;34;2010;Mon;2010-34;0;
2-48;17 августа 2010 г.;$710,49;$0,00;$0,00;$535,90;32;$16,75;$174,59;8;40;$21,82;$17,76;;;;34;2010;Tue;2010-34;0;
2-48;18 августа 2010 г.;$1 023,37;$0,00;$0,00;$531,15;31;$17,13;$491,22;12;43;$40,94;$23,78;;;;34;2010;Wed;2010-34;0;
2-48;19 августа 2010 г.;$958,26;$0,00;$0,00;$577,15;32;$18,04;$381,11;5;37;$76,22;$25,90;;;;34;2010;Thu;2010-34;0;
2-48;20 августа 2010 г.;$1 469,16;$0,00;$0,00;$785,55;38;$20,67;$683,61;13;51;$52,59;$28,81;;;;34;2010;Fri;2010-34;0;
2-48;21 августа 2010 г.;$1 581,06;$0,00;$0,00;$745,80;35;$21,31;$835,26;11;46;$75,93;$34,37;;;;34;2010;Sat;2010-34;0;
;22 августа 2010 г.;$6 477,27;$4 099,51;$10 576,78;;208;$18,03;$2 729,32;54;262;$50,03;$24,49;;;;35;2010;Sun;2010-35;0;
2-49;23 августа 2010 г.;$825,19;$0,00;$0,00;$327,45;21;$15,59;$497,74;8;29;$62,22;$28,45;;;;35;2010;Mon;2010-35;0;
2-49;24 августа 2010 г.;$1 012,84;$0,00;$0,00;$724,45;36;$20,12;$288,39;7;43;$41,20;$23,55;;;;35;2010;Tue;2010-35;0;
2-49;25 августа 2010 г.;$836,34;$0,00;$0,00;$748,00;44;$17,00;$88,34;3;47;$29,45;$17,79;;;;35;2010;Wed;2010-35;0;
2-49;26 августа 2010 г.;$597,91;$0,00;$0,00;$424,95;31;$13,71;$162,96;5;36;$32,59;$16,33;;;;35;2010;Thu;2010-35;0;
2-49;27 августа 2010 г.;$1 515,91;$0,00;$0,00;$1 160,75;53;$21,90;$355,16;9;62;$39,46;$24,45;;;;35;2010;Fri;2010-35;0;
2-49;28 августа 2010 г.;$1 319,73;$0,00;$0,00;$626,30;26;$24,09;$693,43;12;38;$57,79;$34,73;;;;35;2010;Sat;2010-35;0;
;29 августа 2010 г.;$6 107,92;$6 518,29;$12 626,21;;211;$18,74;$2 086,02;44;255;$43,78;$24,22;;;;36;2010;Sun;2010-36;0;
2-50;30 августа 2010 г.;$1 239,13;$0,00;$0,00;$878,60;38;$23,12;$360,53;11;49;$32,78;$25,29;;;;36;2010;Mon;2010-36;0;
